"ï..Compound.Type","Compound","Expected.RT","Status","Filename","Sample.ID","Sample.Name","Height","Area","Actual.RT","RT.Delta","Formula","Adduct","Theoretical.Amt","Sample.Amt","m.z..Expected.","m.z..Apex.","m.z..Delta.ppm..","Response.Ratio","Integration.Mode","Active","Excluded","PK","IR","IP","LS","FI","Confirm","Isotopic.Pattern.Score....","Num.Isotopes.Matched","Lib.Match.Name","Library.Score....","Library.Match.Rank","Fragment.1","Fragment.1..mass.delta.","Fragment.2","Fragment.2..mass.delta.","Fragment.3","Fragment.3..mass.delta.","Fragment.4","Fragment.4..mass.delta.","Fragment.5","Fragment.5..mass.delta.","Flag.Details"
"Target Compound","Orotidine 5P M7",16.8,"Processed","AK-013",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,374.0419,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M7",16.8,"Processed","AK-014",1,NA,NA,NA,NA,0.48,"C10H13N2O11P","M-H",NA,NA,374.0419,NA,NA,NA,"Manual","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M7",16.8,"Processed","AK-015",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,374.0419,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M7",16.8,"Processed","blank",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,374.0419,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","500k_cells",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","AK-001",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","AK-002",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","AK-003",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","AK-004",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","AK-005",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","AK-006",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","AK-007",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","AK-008",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","AK-009",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","AK-010",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","AK-011",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","AK-012",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","AK-013",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","AK-014",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","AK-015",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M8",16.8,"Processed","blank",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,375.0452,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","500k_cells",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","AK-001",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","AK-002",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","AK-003",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","AK-004",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","AK-005",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","AK-006",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","AK-007",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","AK-008",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","AK-009",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","AK-010",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","AK-011",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","AK-012",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","AK-013",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","AK-014",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","AK-015",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine 5P M9",16.8,"Processed","blank",1,NA,NA,NA,NA,NA,"C10H13N2O11P",NA,NA,NA,376.0486,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","500k_cells",1,NA,NA,NA,NA,0.02,"C10H12N2O8","M-H",NA,NA,287.0521,NA,NA,NA,"Manual","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","AK-001",1,NA,299530,4721643,14.52,0.42,"C10H12N2O8","M-H",NA,NA,287.0521,287.052,-0.413,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","AK-002",1,NA,336106,5300205,14.45,0.35,"C10H12N2O8","M-H",NA,NA,287.0521,287.0522,0.3312,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","AK-003",1,NA,279127,4777857,14.49,0.39,"C10H12N2O8","M-H",NA,NA,287.0521,287.052,-0.3067,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","AK-004",1,NA,312366,5268321,14.48,0.38,"C10H12N2O8","M-H",NA,NA,287.0521,287.052,-0.3067,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","AK-005",1,NA,336741,5786483,14.45,0.35,"C10H12N2O8","M-H",NA,NA,287.0521,287.0521,-0.0941,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","AK-006",1,NA,332133,5601889,14.49,0.39,"C10H12N2O8","M-H",NA,NA,287.0521,287.0521,0.1185,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","AK-007",1,NA,235571,3951023,14.5,0.4,"C10H12N2O8","M-H",NA,NA,287.0521,287.0521,0.1185,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","AK-008",1,NA,290571,4764601,14.5,0.4,"C10H12N2O8","M-H",NA,NA,287.0521,287.052,-0.2004,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","AK-009",1,NA,284695,4689185,14.47,0.37,"C10H12N2O8","M-H",NA,NA,287.0521,287.0519,-0.5194,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","AK-010",1,NA,326377,5299747,14.49,0.39,"C10H12N2O8","M-H",NA,NA,287.0521,287.0522,0.3312,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","AK-011",1,NA,323223,5665150,14.48,0.38,"C10H12N2O8","M-H",NA,NA,287.0521,287.052,-0.413,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","AK-012",1,NA,325526,5708634,14.45,0.35,"C10H12N2O8","M-H",NA,NA,287.0521,287.052,-0.2004,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","AK-013",1,NA,277483,4977079,14.47,0.37,"C10H12N2O8","M-H",NA,NA,287.0521,287.052,-0.413,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","AK-014",1,NA,340960,5710719,14.46,0.36,"C10H12N2O8","M-H",NA,NA,287.0521,287.0521,0.1185,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","AK-015",1,NA,308621,5236421,14.48,0.38,"C10H12N2O8","M-H",NA,NA,287.0521,287.0521,-0.0941,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M0",14.1,"Processed","blank",1,NA,NA,NA,NA,NA,"C10H12N2O8",NA,NA,NA,287.0521,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","500k_cells",1,NA,NA,NA,NA,NA,"C10H12N2O8",NA,NA,NA,288.0554,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","AK-001",1,NA,21715,234461,14.49,0.39,"C10H12N2O8","M-H",NA,NA,288.0554,288.0554,-0.0697,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","AK-002",1,NA,9283,107452,14.49,0.39,"C10H12N2O8","M-H",NA,NA,288.0554,NA,NA,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","AK-003",1,NA,16032,173409,14.49,0.39,"C10H12N2O8","M-H",NA,NA,288.0554,NA,NA,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","AK-004",1,NA,26560,358169,14.53,0.43,"C10H12N2O8","M-H",NA,NA,288.0554,288.0556,0.566,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","AK-005",1,NA,21270,272582,14.45,0.35,"C10H12N2O8","M-H",NA,NA,288.0554,288.0556,0.6719,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","AK-006",1,NA,20344,219265,14.49,0.39,"C10H12N2O8","M-H",NA,NA,288.0554,288.0556,0.6719,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","AK-007",1,NA,8869,113197,14.5,0.4,"C10H12N2O8","M-H",NA,NA,288.0554,288.0558,1.0957,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","AK-008",1,NA,19983,258252,14.5,0.4,"C10H12N2O8","M-H",NA,NA,288.0554,288.0557,0.9897,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","AK-009",1,NA,5991,73282,14.47,0.37,"C10H12N2O8","M-H",NA,NA,288.0554,NA,NA,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","AK-010",1,NA,17674,191794,14.52,0.42,"C10H12N2O8","M-H",NA,NA,288.0554,288.0552,-0.8113,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","AK-011",1,NA,14696,166778,14.48,0.38,"C10H12N2O8","M-H",NA,NA,288.0554,288.0561,2.367,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","AK-012",1,NA,29181,373688,14.42,0.32,"C10H12N2O8","M-H",NA,NA,288.0554,288.0551,-1.0232,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","AK-013",1,NA,16970,238916,14.49,0.39,"C10H12N2O8","M-H",NA,NA,288.0554,288.0561,2.1551,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","AK-014",1,NA,21970,261154,14.48,0.38,"C10H12N2O8","M-H",NA,NA,288.0554,288.0558,1.2016,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","AK-015",1,NA,21506,272294,14.5,0.4,"C10H12N2O8","M-H",NA,NA,288.0554,288.0555,0.0362,0,"Method","True","False","Pass","Pass",NA,NA,NA,"Confirmed",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M1",14.1,"Processed","blank",1,NA,NA,NA,NA,NA,"C10H12N2O8",NA,NA,NA,288.0554,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M10",14.1,"Processed","500k_cells",1,NA,NA,NA,NA,NA,"C10H12N2O8",NA,NA,NA,297.0856,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M10",14.1,"Processed","AK-001",1,NA,NA,NA,NA,NA,"C10H12N2O8",NA,NA,NA,297.0856,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M10",14.1,"Processed","AK-002",1,NA,NA,NA,NA,NA,"C10H12N2O8",NA,NA,NA,297.0856,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M10",14.1,"Processed","AK-003",1,NA,NA,NA,NA,NA,"C10H12N2O8",NA,NA,NA,297.0856,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M10",14.1,"Processed","AK-004",1,NA,NA,NA,NA,NA,"C10H12N2O8",NA,NA,NA,297.0856,NA,NA,NA,"Method","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
"Target Compound","Orotidine M10",14.1,"Processed","AK-005",1,NA,NA,NA,NA,-0.25,"C10H12N2O8","M-H",NA,NA,297.0856,NA,NA,NA,"Manual","True","False","Fail",NA,NA,NA,NA,"NotFound",NA,NA,NA,NA,NA,"N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S","N/S",NA
